"city_id","city_name","year","pop","density_pop","unemp_rate","gdp_prousd","peoplekilled_in_roadaccident","deaths_roadaccidents","nationals","nationals_.","eu_foreigners","eu_foreigners_.","extraeu_foreigners","extraeu_foreigners_.","nativeborn","nativeborn_.","cars","cars_perc","Capital","cold_weather","URSS_Influence","Closeness","Cultural_affinity","X"
11,"Dresden",2003,481930,0,15.6666666666667,31647,0.473333333333333,22.6666666666667,460743,"",6866.66666666667,1.42333333333333,15566.6666666667,3.23,460700,79.7,181393.333333333,37.6366666666667,0,1,1,0,0,NA
11,"Dresden",2004,483632,1474,16,32480,0.48,23,461159,"95",7300,1.51,17000,3.52,462600,81.41,182900,37.82,0,1,1,0,0,NA
11,"Dresden",2005,487421,1486,15,32179,0.18,9,463177,"95",8600,1.76,17200,3.53,464500,83.12,185210,38,0,1,1,0,0,NA
11,"Dresden",2006,495181,1510,15,33177,0.4,20,469337,"95",8600,1.74,17200,3.47,466400,84.83,188335,38.03,0,1,1,0,0,NA
11,"Dresden",2007,504795,1539,12,33835,0.46,23,477414,"95",9000,1.78,18400,3.65,468300,86.54,171658,34.01,0,1,1,0,0,NA
11,"Dresden",2008,507513,1547,12,33750,0.18,9,483175,"95",8100,1.6,16300,3.21,470200,88.25,173014,34.09,0,1,1,0,0,NA
11,"Dresden",2009,512234,1562,11,32233,0.14,7,488393,"95",7100,1.39,16700,3.26,472100,89.96,173046,33.78,0,1,1,0,0,NA
11,"Dresden",2010,517052,1576,11,33277,0.04,2,493411,"95",6800,1.32,16800,3.25,474000,91.67,176904,34.21,0,1,1,0,0,NA
11,"Dresden",2011,523058,1595,9,34915,0.15,8,498366,"95",6650,1.29,14600,2.82,478800,91.54,180331,34.48,0,1,1,0,0,NA
11,"Dresden",2012,517765,1579,8,34866,0.25,13,504157,"97",6500,1.26,12400,2.39,473600,91.47,183203,35.38,0,1,1,0,0,NA
11,"Dresden",2013,525105,1601,7,35452,0.27,14,504116,"96",7300,1.39,13700,2.61,484400,92.25,184917,35.22,0,1,1,0,0,NA
11,"Dresden",2014,530754,1618,6.5,36432,0.255,16,508172,"96",7950,1.495,15150,2.855,485750,91.535,187268,35.28,0,1,1,0,0,NA
11,"Dresden",2015,536308,1635,6,37791,0.24,13,511118,"95",8600,1.6,16600,3.1,487100,90.82,188654,35.18,0,1,1,0,0,NA
11,"Dresden",2016,543825,1658,5,37996,0.2,11,512773,"94",8700,1.6,21700,3.99,488500,89.83,190645,35.06,0,1,1,0,0,NA
11,"Dresden",2017,547172,1668,5,38861,0.07,4,512672,"94",10200,1.86,24300,4.44,489300,89.42,192463,35.17,0,1,1,0,0,NA
11,"Dresden",2018,551072,1680,4,39340,0.16,9,512671,"93",10700,1.94,27700,5.03,490100,88.94,193616,35.13,0,1,1,0,0,NA
11,"Dresden",2019,554649,1691,4,39767,0.13,7,512678,"92",11900,2.15,30000,5.41,488300,89.0176923076923,194765,35.12,0,1,1,0,0,NA
11,"Dresden",2020,556780,1698,4,34102.5,0.18,10,512371,"92",11633.3333333333,2.18333333333333,26000,4.82333333333333,486500,89.0953846153846,195843,35.17,0,1,1,0,0,NA
12,"Leipzig",2000,493208,1655,10.5,28438,0.315,16,466069,"94",11366.6666666667,2.21666666666667,22000,4.23666666666667,484700,89.1730769230769,181224,34.48,0,1,1,0,0,NA
12,"Leipzig",2001,493052,1655,17,28921,0.45,22,463959,"94",11100,2.25,18000,3.65,482900,89.2507692307692,166605,33.79,0,1,1,0,0,NA
12,"Leipzig",2002,494795,1660,18.3333333333333,29526,0.38,18.6666666666667,464382.666666667,"",10333.3333333333,2.09,19333.3333333333,3.90666666666667,481100,89.3284615384615,168603.333333333,34.09,0,1,1,0,0,NA
12,"Leipzig",2003,496163,1665,19.6666666666667,29703,0.31,15.3333333333333,464806.333333333,"",9566.66666666667,1.93,20666.6666666667,4.16333333333333,479300,89.4061538461538,170601.666666667,34.39,0,1,1,0,0,NA
12,"Leipzig",2004,497531,1670,21,30004,0.24,12,465230,"94",8800,1.77,22000,4.42,477500,89.4838461538462,172600,34.69,0,1,1,0,0,NA
12,"Leipzig",2005,498491,1673,22,29990,0.36,18,467644,"94",8500,1.71,23200,4.65,475700,89.5615384615385,175441,35.19,0,1,1,0,0,NA
12,"Leipzig",2006,502651,1687,19,31975,0.2,10,470903,"94",8500,1.69,23200,4.62,473900,89.6392307692308,180203,35.85,0,1,1,0,0,NA
12,"Leipzig",2007,506578,1700,17,32825,0.26,13,474597,"94",8400,1.66,23600,4.66,472100,89.7169230769231,163797,32.33,0,1,1,0,0,NA
12,"Leipzig",2008,510512,1713,16,33413,0.18,9,477724,"94",8900,1.74,23900,4.68,470300,89.7946153846154,165742,32.47,0,1,1,0,0,NA
12,"Leipzig",2009,515469,1730,15,32424,0.23,12,481941,"93",10800,2.1,22700,4.4,468500,89.8723076923077,165786,32.16,0,1,1,0,0,NA
12,"Leipzig",2010,518862,1741,14,33647,0.21,11,486564,"94",10400,0,22600,4.36,466700,89.95,169925,32.75,0,1,1,0,0,NA
12,"Leipzig",2011,522883,1755,12,36671,0.15,8,492686,"94",10000,0,19300,0,473400,90.54,173905,33.26,0,1,1,0,0,NA
12,"Leipzig",2012,510043,1712,10,37322,0.27,14,499909,"98",9600,1.88,16000,3.14,461000,90.38,177761,34.85,0,1,1,0,0,NA
12,"Leipzig",2013,520838,1748,9,37746,0.31,16,495062,"95",8600,1.65,17200,3.3,468600,89.97,181032,34.76,0,1,1,0,0,NA
12,"Leipzig",2014,531562,1784,8.5,38876,0.24,11,502719,"95",10300,1.94,18600,3.5,493550,92.6,184415,34.69,0,1,1,0,0,NA
12,"Leipzig",2015,544479,1827,8,38865,0.17,9,511069,"94",12200,2.24,21200,3.89,518500,95.23,188142,34.55,0,1,1,0,0,NA
12,"Leipzig",2016,560472,1881,6,39296,0.25,14,518473,"93",14500,2.59,27500,4.91,526200,93.89,191637,34.19,0,1,1,0,0,NA
12,"Leipzig",2017,571088,1916,5,40211,0.18,10,523565,"92",15900,2.78,31600,5.53,531000,92.98,195056,34.16,0,1,1,0,0,NA
12,"Leipzig",2018,581980,1953,5,40173,0.26,15,529804,"91",16966.6666666667,0,33800,0,533166.666666667,92.1933333333333,198138,34.05,0,1,1,0,0,NA
12,"Leipzig",2019,587857,1973,5,41097,0.24,14,533218,"91",18033.3333333333,0,36000,0,535333.333333333,91.4066666666667,200521,34.11,0,1,1,0,0,NA
12,"Leipzig",2020,593145,1990,5,41436.3333333333,0.25,15,535813,"90",19100,3.22,38200,6.44,537500,90.62,202328,34.11,0,1,1,0,0,NA
13,"Edinburgh",2000,451000,1708,5,41775.6666666667,0.236,13.6,526120.666666667,"",19885.8333333333,3.44416666666667,37399.1666666667,6.39666666666667,526111,89.9841666666667,181693,32.9833333333333,1,1,0,0,0,NA
13,"Edinburgh",2001,454000,1720,5,42115,0.222,12.2,516428.333333333,"",20671.6666666667,3.66833333333333,36598.3333333333,6.35333333333333,514722,89.3483333333333,161058,31.8566666666667,1,1,0,0,0,NA
13,"Edinburgh",2002,457000,1731,5,44064,0.208,10.8,506736,"",21457.5,3.8925,35797.5,6.31,503333,88.7125,140423,30.73,1,1,0,0,0,NA
13,"Edinburgh",2003,460000,1742,5,46577,0.194,9.4,497043.666666667,"",22243.3333333333,4.11666666666667,34996.6666666667,6.26666666666667,491944,88.0766666666667,145211.5,31.565,1,1,0,0,0,NA
13,"Edinburgh",2004,463000,1754,5,48611,0.18,8,487351.333333333,"",23029.1666666667,4.34083333333333,34195.8333333333,6.22333333333333,480555,87.4408333333333,150000,32.4,1,1,0,0,0,NA
13,"Edinburgh",2005,466000,1765,5,49543,0.13,6,477659,"",23815,4.565,33395,6.18,469166,86.805,147099,31.57,1,1,0,0,0,NA
13,"Edinburgh",2006,468000,1773,5,50027,0.28,13,467966.666666667,"",24600.8333333333,4.78916666666667,32594.1666666667,6.13666666666667,457777,86.1691666666667,147779,31.58,1,1,0,0,0,NA
13,"Edinburgh",2007,471000,1784,5,51310,0.13,6,458274.333333333,"",25386.6666666667,5.01333333333333,31793.3333333333,6.09333333333333,446388,85.5333333333333,149745,31.79,1,1,0,0,0,NA
13,"Edinburgh",2008,474000,1795,5,49652,0.28,13,448582,"",26172.5,5.2375,30992.5,6.05,434999,84.8975,150641,31.78,1,1,0,0,0,NA
13,"Edinburgh",2009,477000,1807,7,48611,0.15,7,438889.666666667,"",26958.3333333333,5.46166666666667,30191.6666666667,6.00666666666667,423610,84.2616666666667,151792,31.82,1,1,0,0,0,NA
13,"Edinburgh",2010,480000,1818,7,47643,0.09,4,429197.333333333,"",27744.1666666667,5.68583333333333,29390.8333333333,5.96333333333333,412221,83.6258333333333,152455,31.76,1,1,0,0,0,NA
13,"Edinburgh",2011,483000,1830,7,47296,0.21,10,419505,"87",28530,5.91,28590,5.92,400832,82.99,153118,31.7,1,1,0,0,0,NA
13,"Edinburgh",2012,489000,1852,6.5,47572,0.27,13,416593,"85",31553,6.45,23964,4.9,402926,82.4,155357.25,31.7675,1,1,0,0,0,NA
13,"Edinburgh",2013,495000,1875,6,48377,0.16,8,424842,"86",32980,6.66,19275,3.89,410132,82.85,157596.5,31.835,1,1,0,0,0,NA
13,"Edinburgh",2014,501000,1898,5.5,49132,0.2,10,431818,"86",31130,6.21,19569,3.91,417015,83.24,159835.75,31.9025,1,1,0,0,0,NA
13,"Edinburgh",2015,507000,1920,5,49987,0.06,3,425059,"84",38653,7.62,21500,4.24,405841,80.05,162075,31.97,1,1,0,0,0,NA
13,"Edinburgh",2016,513000,1943,4,51974,0.18,9,423965,"83",42100,8.21,26623,5.19,402197,78.4,165299,32.22,1,1,0,0,0,NA
13,"Edinburgh",2017,519000,1966,3,53089,0.12,6,411990,"79",47780,9.21,37615,7.25,395713,76.25,167709,32.31,1,1,0,0,0,NA
13,"Edinburgh",2018,525000,1989,5,54004,0.1,5,425434,"81",55874,10.64,24764,4.72,398128,75.83,168431,32.08,1,1,0,0,0,NA
13,"Edinburgh",2019,531000,2011,5,54002,0.121428571428571,5.42857142857143,417743.714285714,"",52776.9285714286,10.1385714285714,24124.4285714286,4.70928571428571,391127.642857143,76.6078571428571,156614.2,32.696,1,1,0,0,0,NA
13,"Edinburgh",2020,537000,2034,5,49214,0.142857142857143,5.85714285714286,410053.428571429,"",49679.8571428571,9.63714285714286,23484.8571428571,4.69857142857143,384127.285714286,77.3857142857143,144797.4,33.312,1,1,0,0,0,NA
14,"Cardiff",2000,306300,2188,5,39151,0.164285714285714,6.28571428571429,402363.142857143,"",46582.7857142857,9.13571428571429,22845.2857142857,4.68785714285714,377126.928571429,78.1635714285714,132980.6,33.928,1,1,0,0,0,NA
14,"Cardiff",2001,305353,2181,5,29088,0.185714285714286,6.71428571428571,394672.857142857,"",43485.7142857143,8.63428571428572,22205.7142857143,4.67714285714286,370126.571428571,78.9414285714286,121163.8,34.544,1,1,0,0,0,NA
14,"Cardiff",2002,311000,2221,5.33333333333333,29869,0.207142857142857,7.14285714285714,386982.571428571,"",40388.6428571429,8.13285714285714,21566.1428571429,4.66642857142857,363126.214285714,79.7192857142857,109347,35.16,1,1,0,0,0,NA
14,"Cardiff",2003,311500,2225,5.66666666666667,30947,0.228571428571429,7.57142857142857,379292.285714286,"",37291.5714285714,7.63142857142857,20926.5714285714,4.65571428571429,356125.857142857,80.4971428571429,113823.5,36.37,1,1,0,0,0,NA
14,"Cardiff",2004,314800,2249,6,31296,0.25,8,371602,"",34194.5,7.13,20287,4.645,349125.5,81.275,118300,37.58,1,1,0,0,0,NA
14,"Cardiff",2005,317800,2270,6.25,31811,0.28,9,363911.714285714,"",31097.4285714286,6.62857142857143,19647.4285714286,4.63428571428571,342125.142857143,82.0528571428571,118289,37.22,1,1,0,0,0,NA
14,"Cardiff",2006,321700,2298,6.5,32531,0.37,12,356221.428571429,"",28000.3571428571,6.12714285714286,19007.8571428571,4.62357142857143,335124.785714286,82.8307142857143,120043,37.32,1,1,0,0,0,NA
14,"Cardiff",2007,325800,2327,6.75,33053,0.49,16,348531.142857143,"",24903.2857142857,5.62571428571429,18368.2857142857,4.61285714285714,328124.428571429,83.6085714285714,122429,37.58,1,1,0,0,0,NA
14,"Cardiff",2008,330500,2361,7,31745,0.24,8,340840.857142857,"",21806.2142857143,5.12428571428571,17728.7142857143,4.60214285714286,321124.071428571,84.3864285714286,123831,37.47,1,1,0,0,0,NA
14,"Cardiff",2009,336200,2401,8,31110,0.27,9,333150.571428571,"",18709.1428571429,4.62285714285714,17089.1428571429,4.59142857142857,314123.714285714,85.1642857142857,124996,37.18,1,1,0,0,0,NA
14,"Cardiff",2010,339500,2425,8,31269,0.12,4,325460.285714286,"",15612.0714285714,4.12142857142857,16449.5714285714,4.58071428571429,307123.357142857,85.9421428571429,124845.5,36.605,1,1,0,0,0,NA
14,"Cardiff",2011,346090,2472,8,31937,0.23,8,317770,"92",12515,3.62,15810,4.57,300123,86.72,124695,36.03,1,1,0,0,0,NA
14,"Cardiff",2012,347000,2479,7.75,32706,0.09,3,321852,"93",10188,2.94,12632,3.64,305060,87.91,126125,36.1875,1,1,0,0,0,NA
14,"Cardiff",2013,350100,2501,7.5,33017,0.03,1,322545,"92",12545,3.58,12434,3.55,305058,87.13,127555,36.345,1,1,0,0,0,NA
14,"Cardiff",2014,353000,2521,7.25,33380,0.14,5,318308,"90",15169,4.3,17487,4.95,302819,85.78,128985,36.5025,1,1,0,0,0,NA
14,"Cardiff",2015,355727,2541,7,33893,0.28,10,322622,"91",10621,2.99,19932,5.6,307729,86.51,130415,36.66,1,1,0,0,0,NA
14,"Cardiff",2016,359314,2567,5,34877,0.06,2,330443,"92",11501,3.2,14381,4,313676,87.3,132226,36.8,1,1,0,0,0,NA
14,"Cardiff",2017,361962,2585,7,35029,0.22,8,319799,"88",18043,4.98,21701,6,303509,83.85,133510,36.89,1,1,0,0,0,NA
14,"Cardiff",2018,363502,2596,5,35252,0.22,8,328002,"90",18142,4.99,18797,5.17,316739,87.14,134503,37,1,1,0,0,0,NA
14,"Cardiff",2019,419523,2176,11,35870,0.218333333333333,11.875,393781,"",12807.6666666667,3.46,13893.6666666667,3.70333333333333,331447,87.31,148217.375,37.8425,1,1,0,0,0,NA
14,"Cardiff",2020,475544,1756,17,32889,0.216666666666667,15.75,459560,"",7473.33333333333,1.93,8990.33333333333,2.23666666666667,346155,87.48,161931.75,38.685,1,1,0,0,0,NA
15,"Malaga",2000,531565,1336,23,30711.5,0.215,19.625,525339,"99",2139,0.4,4087,0.77,360863,87.65,175646.125,39.5275,0,0,0,0,0,NA
15,"Malaga",2001,524414,1318,21,28534,0.213333333333333,23.5,513981,"98",2561,0.49,7872,1.5,375571,87.82,189360.5,40.37,0,0,0,0,0,NA
15,"Malaga",2002,535686,1346,21.3571428571429,26356.5,0.211666666666667,27.375,523964,"98",2881,0.54,8841,1.65,390279,87.99,203074.875,41.2125,0,0,0,0,0,NA
15,"Malaga",2003,547105,1375,21.7142857142857,24179,0.21,31.25,525005,"0",3287.5,0.605,13416,2.465,404987,88.16,216789.25,42.055,0,0,0,0,0,NA
15,"Malaga",2004,547731,1376,22.0714285714286,25708,0.208333333333333,35.125,526046,"96",3694,0.67,17991,3.28,419695,88.33,230503.625,42.8975,0,0,0,0,0,NA
15,"Malaga",2005,558287,1403,22.4285714285714,27128,0.206666666666667,39,528570,"95",5349.5,0.9575,21038,3.7925,434403,88.5,244218,43.74,0,0,0,0,0,NA
15,"Malaga",2006,560631,1409,22.7857142857143,27487,0.205,38,529908,"95",7005,1.245,24085,4.305,449111,88.67,254073,45.32,0,0,0,0,0,NA
15,"Malaga",2007,561250,1410,23.1428571428571,27725,0.203333333333333,33,526769,"94",8660.5,1.5325,27132,4.8175,463819,88.84,256064,45.62,0,0,0,0,0,NA
15,"Malaga",2008,566447,1423,23.5,27320,0.201666666666667,32,525952,"93",10316,1.82,30179,5.33,478527,89.01,266998,47.14,0,0,0,0,0,NA
15,"Malaga",2009,568305,1428,23.8571428571429,26145,0.2,20,525052,"92",11034.5,1.945,31910,5.625,493235,89.18,267420,47.06,0,0,0,0,0,NA
15,"Malaga",2010,568507,1428,24.2142857142857,25812,0.198333333333333,26,523113,"92",11753,2.07,33641,5.92,507943,89.35,266043.5,47.1,0,0,0,0,0,NA
15,"Malaga",2011,561435,1411,24.5714285714286,25143,0.196666666666667,29,517382,"92",11361,2.02,32693,5.82,500754,89.19,264667,47.14,0,0,0,0,0,NA
15,"Malaga",2012,567433,1426,24.9285714285714,23947,0.195,22.5,518467,"91",13337,2.35,35629,6.28,501979,88.46,260203,46.065,0,0,0,0,0,NA
15,"Malaga",2013,568479,1428,25.2857142857143,23419,0.193333333333333,16,518085,"91",14097,2.48,36297,6.38,501581,88.23,255739,44.99,0,0,0,0,0,NA
15,"Malaga",2014,566913,1424,25.6428571428571,24305,0.191666666666667,13,520883,"92",12173,2.15,33857,5.97,502286,88.6,253151,44.65,0,0,0,0,0,NA
15,"Malaga",2015,569130,1430,26,25225,0.19,11,524665,"92",12029,2.11,32436,5.7,504430,88.63,254484,44.71,0,0,0,0,0,NA
15,"Malaga",2016,569009,1430,24,25835,0.26,15,526193,"92",9530,1.67,33286,5.85,504924,88.74,258251,45.39,0,0,0,0,0,NA
15,"Malaga",2017,569002,1430,21,26650,0.25,14,526869,"93",15014,2.64,27119,4.77,504534,88.67,246818,43.38,0,0,0,0,0,NA
15,"Malaga",2018,571026,1435,19,27294,0.19,11,527463,"92",15366,2.69,28197,4.94,504931,88.43,250858,43.93,0,0,0,0,0,NA
15,"Malaga",2019,574654,1444,14,27694,0.28,16,528164,"92",10137,1.76,36353,6.33,505195,87.91,254192,44.23,0,0,0,0,0,NA
15,"Malaga",2020,578460,1453,18,38796,0.26,15,528380,"91",10656,1.84,39424,6.82,504869,87.28,255692,44.2,0,0,0,0,0,NA
16,"Antwerpen",2000,446525,2189,16.4,49898,0.68,32,463355,"0",14347,2.945,37635.5,7.435,493632.916666667,86.1925,234550.666666667,43.75,0,0,0,0,0,NA
16,"Antwerpen",2001,445570,2184,14.8,49773,1.1,49,398330,"89",18038,4.05,35847,8.05,482396.833333333,85.105,213409.333333333,43.3,0,0,0,0,0,NA
16,"Antwerpen",2002,448709,2200,13.2,50600,0.923333333333333,41.3333333333333,399605,"0",18728.6666666667,4.17333333333333,34291.6666666667,7.65,471160.75,84.0175,192268,42.85,0,0,0,0,0,NA
16,"Antwerpen",2003,452474,2218,11.6,50549,0.746666666666667,33.6666666666667,400880,"0",19419.3333333333,4.29666666666667,32736.3333333333,7.25,459924.666666667,82.93,189042,41.84,0,0,0,0,0,NA
16,"Antwerpen",2004,455148,2231,10,52367,0.57,26,402155,"88",20110,4.42,31181,6.85,448688.583333333,81.8425,185816,40.83,0,0,0,0,0,NA
16,"Antwerpen",2005,457749,2244,10,54867,0.57,26,402875,"88",22350,4.855,33366.25,7.2525,437452.5,80.755,185942,40.62,0,0,0,0,0,NA
16,"Antwerpen",2006,461496,2262,9,55402,0.72,33,402164,"87",24590,5.29,35551.5,7.655,426216.416666667,79.6675,186194,40.35,0,0,0,0,0,NA
16,"Antwerpen",2007,466203,2285,8,56982,0.56,26,402544,"86",26830,5.725,37736.75,8.0575,414980.333333333,78.58,183587,39.38,0,0,0,0,0,NA
16,"Antwerpen",2008,472071,2314,8,57276,0.59,28,403079,"85",29070,6.16,39922,8.46,403744.25,77.4925,186288,39.46,0,0,0,0,0,NA
16,"Antwerpen",2009,477936,2343,9,52973,0.52,25,403124,"84",31924.5,6.675,42249.5,8.84,392508.166666667,76.405,187368,39.2,0,0,0,0,0,NA
16,"Antwerpen",2010,483505,2370,9,54526,0.46,22,404149,"84",34779,7.19,44577,9.22,381272.083333333,75.3175,189741.5,38.87,0,0,0,0,0,NA
16,"Antwerpen",2011,498473,2443,9,55138,0.34,17,406735,"82",39364,7.9,52374,10.51,370036,74.23,192115,38.54,0,0,0,0,0,NA
16,"Antwerpen",2012,507368,2487,9.5,55063,0.325,16.5,408448,"81",43647,8.6,55273,10.89,370073,72.94,192926.25,38.3775,0,0,0,0,0,NA
16,"Antwerpen",2013,512230,2511,10,54401,0.31,16,409798,"80",47488,9.27,54944,10.73,369473,72.13,193737.5,38.215,0,0,0,0,0,NA
16,"Antwerpen",2014,513915,2519,10.5,54833,0.51,26,410852,"80",49359,9.6,53704,10.45,369104,71.82,194548.75,38.0525,0,0,0,0,0,NA
16,"Antwerpen",2015,515593,2527,11,56452,0.31,16,410418,"80",51980,10.08,53195,10.32,368535,71.48,195360,37.89,0,0,0,0,0,NA
16,"Antwerpen",2016,517731,2538,10,56726,0.29,15,411326,"79",53557,10.34,52848,10.21,367822,71.05,198422,38.33,0,0,0,0,0,NA
16,"Antwerpen",2017,520859,2553,9,57444,0.35,18,413508,"79",54013,10.37,53338,10.24,367427,70.54,202359,38.85,0,0,0,0,0,NA
16,"Antwerpen",2018,523591,2567,8,57552,0.31,16,415056,"79",54670,10.44,53865,10.29,366309,69.96,204641,39.08,0,0,0,0,0,NA
16,"Antwerpen",2019,526439,2581,7,57595,0.23,12,414856,"79",55828,10.6,55755,10.59,365641,69.46,204010,38.75,0,0,0,0,0,NA
16,"Antwerpen",2020,530014,2598,8,54358,0.28,15,416177,"79",57039,10.76,56798,10.72,364483,68.77,201715,38.06,0,0,0,0,0,NA
17,"Palermo",2000,694912,4398,19,44757.3333333333,0.495,32,662358,"95",1426,0.21,15506,2.23,359132.151515151,68.1951515151515,390844,56.24,0,0,0,0,0,NA
17,"Palermo",2001,686722,4346,30,35156.6666666667,0.71,49,677061,"99",565,0.08,9096,1.32,353781.303030303,67.620303030303,388625.5,56.2275,0,0,0,0,0,NA
17,"Palermo",2002,686045,4342,29.5,25556,0.696666666666667,47.3333333333333,673066.75,"0",643.5,0.0925,10150.5,1.4825,348430.454545455,67.0454545454545,386407,56.215,0,0,0,0,0,NA
17,"Palermo",2003,682901,4322,29,25551,0.683333333333333,45.6666666666667,669072.5,"0",722,0.105,11205,1.645,343079.606060606,66.4706060606061,384188.5,56.2025,0,0,0,0,0,NA
17,"Palermo",2004,679730,4302,28.5,25844,0.67,44,665078.25,"0",800.5,0.1175,12259.5,1.8075,337728.757575758,65.8957575757576,381970,56.19,0,0,0,0,0,NA
17,"Palermo",2005,675277,4274,28,26717,0.656666666666667,24,661084,"98",879,0.13,13314,1.97,332377.909090909,65.3209090909091,387613,57.4,0,0,0,0,0,NA
17,"Palermo",2006,670820,4246,27.5,27178,0.643333333333333,32,655951,"98",1257,0.186666666666667,13498.3333333333,2.00666666666667,327027.060606061,64.7460606060606,393245,58.62,0,0,0,0,0,NA
17,"Palermo",2007,666552,4219,27,27106,0.63,34,651818,"98",1635,0.243333333333333,13682.6666666667,2.04333333333333,321676.212121212,64.1712121212121,395196,59.29,0,0,0,0,0,NA
17,"Palermo",2008,665252,4210,26.5,27905,0.616666666666667,38,647293,"97",2013,0.3,13867,2.08,316325.363636364,63.5963636363636,395143,59.4,0,0,0,0,0,NA
17,"Palermo",2009,662222,4191,26,26982,0.603333333333333,51,642201,"97",2392.5,0.36,14641.5,2.21,310974.515151515,63.0215151515151,392841,59.32,0,0,0,0,0,NA
17,"Palermo",2010,659193,4172,25.5,26847,0.59,39,637893,"97",2772,0.42,15416,2.34,305623.666666667,62.4466666666667,391889,59.45,0,0,0,0,0,NA
17,"Palermo",2011,659326,4173,25,25782,0.5,33,635623,"96",3336,0.51,16308,2.47,300272.818181818,61.8718181818182,390988,59.3,0,0,0,0,0,NA
17,"Palermo",2012,656829,4157,25.7142857142857,24958,0.27,18,637025,"97",2811,0.43,16993,2.59,294921.96969697,61.2969696969697,385372,58.67,0,0,0,0,0,NA
17,"Palermo",2013,654987,4145,26.4285714285714,24453,0.34,22,633661,"97",3152,0.48,18174,2.77,289571.121212121,60.7221212121212,381819,58.29,0,0,0,0,0,NA
17,"Palermo",2014,678492,4294,27.1428571428571,23994,0.35,24,654111,"96",3595,0.53,20786,3.06,284220.272727273,60.1472727272727,381046,56.16,0,0,0,0,0,NA
17,"Palermo",2015,678492,4294,27.8571428571429,24433,0.27,18,652569,"96",3182,0.47,22741,3.35,278869.424242424,59.5724242424242,382347,56.35,0,0,0,0,0,NA
17,"Palermo",2016,674435,4269,28.5714285714286,24196,0.37,25,647848,"96",3956,0.59,22631,3.36,273518.575757576,58.9975757575758,385103,57.1,0,0,0,0,0,NA
17,"Palermo",2017,673735,4264,29.2857142857143,24615,0.4,27,646998,"96",4116,0.61,22621,3.36,268167.727272727,58.4227272727273,388986,57.74,0,0,0,0,0,NA
17,"Palermo",2018,668405,4230,30,24543,0.3,20,642742,"96",4175,0.62,21488,3.21,262816.878787879,57.8478787878788,391173,58.52,0,0,0,0,0,NA
17,"Palermo",2019,652720,4131,28,24632,0.4,26,628780,"96",3944,0.6,19996,3.06,257466.03030303,57.2730303030303,393544,60.29,0,0,0,0,0,NA
17,"Palermo",2020,647422,4098,15,30355.5,0.29,19,623518,"96",3932,0.61,19972,3.08,252115.181818182,56.6981818181818,394847,60.99,0,0,0,0,0,NA
18,"Geneva",2000,730773,4872,7,36079,0.279166666666667,28.3333333333333,521549,"71",134538,18.41,74686,10.22,246764.333333333,56.1233333333333,393774.666666667,59.5154545454545,0,1,0,0,0,NA
18,"Geneva",2001,742578.166666667,4950.66666666667,7.27272727272727,41802.5,0.268333333333333,37.6666666666667,486424.666666667,"",131366.272727273,19.1372727272727,72882.2727272727,10.6127272727273,241413.484848485,55.5484848484848,392702.333333333,58.0409090909091,0,1,0,0,0,NA
18,"Geneva",2002,754383.333333333,5029.33333333333,7.54545454545454,47526,0.2575,47,451300.333333333,"",128194.545454545,19.8645454545455,71078.5454545455,11.0054545454545,236062.636363636,54.9736363636364,391630,56.5663636363636,0,1,0,0,0,NA
18,"Geneva",2003,766188.5,5108,7.81818181818182,53249.5,0.246666666666667,56.5,416176,"",125022.818181818,20.5918181818182,69274.8181818182,11.3981818181818,230711.787878788,54.3987878787879,409476,55.0918181818182,0,1,0,0,0,NA
18,"Geneva",2004,777993.666666667,5186.66666666667,8.09090909090909,58973,0.235833333333333,66,381051.666666667,"",121851.090909091,21.3190909090909,67471.0909090909,11.7909090909091,225360.939393939,53.8239393939394,427322,53.6172727272727,0,1,0,0,0,NA
18,"Geneva",2005,789798.833333333,5265.33333333333,8.36363636363636,64696.5,0.225,56.3333333333333,345927.333333333,"",118679.363636364,22.0463636363636,65667.3636363636,12.1836363636364,220010.090909091,53.2490909090909,382201,52.1427272727273,0,1,0,0,0,NA
18,"Geneva",2006,801604,5344,8.63636363636364,70420,0.214166666666667,46.6666666666667,310803,"",115507.636363636,22.7736363636364,63863.6363636364,12.5763636363636,214659.242424242,52.6742424242424,337080,50.6681818181818,0,1,0,0,0,NA
18,"Geneva",2007,650123,4334,8.90909090909091,76143.5,0.203333333333333,37,275678.666666667,"",112335.909090909,23.5009090909091,62059.9090909091,12.9690909090909,209308.393939394,52.0993939393939,291959,49.1936363636364,0,1,0,0,0,NA
18,"Geneva",2008,498642,3324,9.18181818181818,81867,0.1925,27.3333333333333,240554.333333333,"",109164.181818182,24.2281818181818,60256.1818181818,13.3618181818182,203957.545454545,51.5245454545455,246838,47.7190909090909,0,1,0,0,0,NA
18,"Geneva",2009,347161,2314,9.45454545454546,78990,0.181666666666667,17.6666666666667,205430,"59",105992.454545455,24.9554545454545,58452.4545454545,13.7545454545455,198606.696969697,50.949696969697,201717,46.2445454545455,0,1,0,0,0,NA
18,"Geneva",2010,349796,2332,9.72727272727273,81198,0.170833333333333,8,205955,"59",102820.727272727,25.6827272727273,56648.7272727273,14.1472727272727,193255.848484848,50.3748484848485,156596,44.77,0,1,0,0,0,NA
